date,symbol,score,price
2025-12-03,002049.SZ,0.238908515955025,76.06
2025-12-04,002049.SZ,0.31627191481320804,76.41
2025-12-05,002049.SZ,0.4004592179005633,76.73
2025-12-08,002049.SZ,0.7217292585457662,77.41
2025-12-09,002049.SZ,0.4710162540021745,77.04
2025-12-10,002049.SZ,0.4752558928122681,77.23
2025-12-11,002049.SZ,0.16313113080941968,75.95
2025-12-12,002049.SZ,0.4890891915185577,77.02
2025-12-15,002049.SZ,-0.17852004042835135,75.15
2025-12-16,002049.SZ,-0.45827286343367357,73.72
2025-12-17,300474.SZ,1.2897009749716901,78.82
2025-12-17,688981.SH,0.02561815897574752,113.29
2025-12-17,002049.SZ,-0.07802317833190872,75.06
2025-12-17,300308.SZ,-0.11421576378010508,589.98
2025-12-17,300394.SZ,-0.08198753559436749,217.78
2025-12-18,300474.SZ,-0.09514645176934894,75.78
2025-12-18,688981.SH,-0.035630235418582415,112.8
2025-12-18,002049.SZ,0.6914083924346368,76.49
2025-12-18,300308.SZ,-0.6008722670046376,571.2
2025-12-18,300394.SZ,-0.08665442597962088,218.81
2025-12-19,300474.SZ,-0.36789574987704954,75.03
2025-12-19,688981.SH,0.09381400246402966,113.63
2025-12-19,002049.SZ,0.21426574527690959,75.85
2025-12-19,300308.SZ,-0.4606941156956094,571.7
2025-12-19,300394.SZ,-0.34469438148862425,214.03
2025-12-22,300474.SZ,-0.20956879558028024,75.54
2025-12-22,688981.SH,1.9599715907253386,120.45
2025-12-22,002049.SZ,0.7235218553140617,77.16
2025-12-22,300308.SZ,0.8655886948407978,617.5
2025-12-22,300394.SZ,0.12694263356474203,223.0
2025-12-23,300474.SZ,-0.3554703387995773,74.4
2025-12-23,688981.SH,1.2566570380577873,119.9
2025-12-23,002049.SZ,0.5272690485647359,76.51
2025-12-23,300308.SZ,0.46403339686198253,621.0
2025-12-23,300394.SZ,-0.2555126251219029,222.28
2025-12-24,300474.SZ,-0.35823411004614686,74.78
2025-12-24,688981.SH,1.6649459710929344,123.41
2025-12-24,002049.SZ,0.8685547679176571,77.92
2025-12-24,300308.SZ,0.6260686231305326,634.4
2025-12-24,300394.SZ,-0.2690547232941636,223.07
2025-12-25,300474.SZ,0.09602923305468022,75.32
2025-12-25,688981.SH,1.2454409250607579,123.08
2025-12-25,002049.SZ,1.1767293835854131,79.17
2025-12-25,300308.SZ,0.9017992454596758,639.8
2025-12-25,300394.SZ,-0.5234563211581128,214.8
2025-12-26,300474.SZ,-0.040478054070339775,74.28
2025-12-26,688981.SH,0.6909659978468694,122.1
2025-12-26,002049.SZ,1.3827689597853465,80.22
2025-12-26,300308.SZ,0.3554462028850238,627.0
2025-12-26,300394.SZ,-0.7745754664406844,213.31
2025-12-29,300474.SZ,-0.39665836715372027,73.15
2025-12-29,688981.SH,0.6360916472823244,122.5
2025-12-29,002049.SZ,0.6847837674646365,78.81
2025-12-29,300308.SZ,0.019887159769979866,618.0
2025-12-29,300394.SZ,-0.6616385356089679,212.77
2025-12-30,300474.SZ,-0.36916559185173065,72.7
2025-12-30,688981.SH,1.1642288381680939,125.28
2025-12-30,300308.SZ,0.3749211298377639,632.0
