date,symbol,score,price
2025-12-03,600438.SH,-0.7694082079875708,22.02
2025-12-03,002049.SZ,0.238908515955025,76.06
2025-12-04,688012.SH,0.4891357724613779,270.45
2025-12-04,600438.SH,-0.8447484217906475,21.72
2025-12-04,002049.SZ,0.31627191481320804,76.41
2025-12-05,688012.SH,0.36672416125582946,273.83
2025-12-05,600438.SH,-0.3141544353530004,21.84
2025-12-05,002049.SZ,0.4004592179005633,76.73
2025-12-08,688012.SH,0.679022593773939,276.26
2025-12-08,600438.SH,-0.09046359668482366,21.89
2025-12-08,002049.SZ,0.7217292585457662,77.41
2025-12-09,688012.SH,0.44072102076216857,276.5
2025-12-09,600438.SH,1.271598325984306,22.68
2025-12-09,002049.SZ,0.4710162540021745,77.04
2025-12-10,688012.SH,0.18994995126011946,273.8
2025-12-10,600438.SH,0.49226624948436515,22.0
2025-12-10,002049.SZ,0.4752558928122681,77.23
2025-12-11,688012.SH,-0.24343584926224177,268.03
2025-12-11,600438.SH,-0.33342778096560394,21.26
2025-12-11,002049.SZ,0.16313113080941968,75.95
2025-12-12,688012.SH,0.6868444068065978,279.54
2025-12-12,688005.SH,-0.40093047028959966,27.43
2025-12-12,600438.SH,-0.03830113017646859,21.62
2025-12-12,002049.SZ,0.4890891915185577,77.02
2025-12-15,688012.SH,0.3385943417989138,275.87
2025-12-15,688005.SH,-0.34559674464554313,27.3
2025-12-15,600438.SH,0.06936074279688396,21.74
2025-12-15,002049.SZ,-0.17852004042835135,75.15
2025-12-16,688012.SH,-0.040569781363621715,272.51
2025-12-16,688005.SH,-0.5352964756866377,26.71
2025-12-16,600438.SH,-0.6796108570425086,20.8
2025-12-16,002049.SZ,-0.45827286343367357,73.72
2025-12-17,300750.SZ,-0.08024144142463743,383.42
2025-12-17,688256.SH,-0.3140995228133606,1315.6
2025-12-17,300274.SZ,-0.25358466770925536,169.5
2025-12-17,002459.SZ,-0.034306363626410714,11.16
2025-12-17,688126.SH,-0.40781094094131365,20.7
2025-12-18,300750.SZ,-0.5348806262464105,372.0
2025-12-18,688256.SH,-0.6331240533631805,1287.0
2025-12-18,300274.SZ,-0.7620913157853886,161.31
2025-12-18,002459.SZ,-0.2053009572929968,11.03
2025-12-18,688126.SH,-0.47325386452629464,20.54
2025-12-19,300750.SZ,-0.7092232442565187,374.0
2025-12-19,688256.SH,-0.46603578439933846,1268.0
2025-12-19,300274.SZ,-0.4982891250427657,164.05
2025-12-19,002459.SZ,0.13314719657048954,11.14
2025-12-19,688126.SH,-0.17478905165400835,20.51
2025-12-22,300750.SZ,-0.4669656152915356,371.84
2025-12-22,688256.SH,-0.03620185798782584,1284.77
2025-12-22,300274.SZ,0.002689530921338546,167.56
2025-12-22,002459.SZ,0.17202853237291005,11.23
2025-12-22,688126.SH,0.5717045333733193,21.1
2025-12-23,300750.SZ,-0.06978895139536043,378.1
2025-12-23,688256.SH,0.839580598743475,1336.02
2025-12-23,300274.SZ,0.20503688829602634,167.99
2025-12-23,002459.SZ,0.37103491961778773,11.2
2025-12-23,688126.SH,1.13459013336155,21.51
2025-12-24,300750.SZ,-0.2748704215244472,375.6
2025-12-24,688256.SH,0.39127162610851324,1326.2
2025-12-24,300274.SZ,0.08920563086720018,165.88
2025-12-24,002459.SZ,0.7230370286910097,11.43
2025-12-24,688126.SH,0.9413779344599651,21.82
2025-12-25,300750.SZ,-0.25641493089257233,373.01
2025-12-25,688256.SH,0.26289274642100396,1319.41
2025-12-25,300274.SZ,0.416483218879139,167.88
2025-12-25,002459.SZ,0.9357483889250847,11.63
2025-12-25,688126.SH,0.8154764944588817,21.81
2025-12-26,300750.SZ,-0.0855251702368553,374.43
2025-12-26,688256.SH,0.22050558061673475,1303.89
2025-12-26,300274.SZ,1.5548031749155986,181.08
2025-12-26,002459.SZ,1.2696859260546043,11.82
2025-12-26,688126.SH,0.7289846585623782,21.71
2025-12-29,300750.SZ,-0.30262428868436586,369.31
2025-12-29,688256.SH,1.0522561348252872,1358.5
2025-12-29,300274.SZ,0.6308197184643262,175.72
2025-12-29,002459.SZ,0.7858556104010154,11.76
2025-12-29,688126.SH,0.37584477848705833,21.43
