symbol,sector,close,recent_5d_return,volume_ratio,rsi,momentum_5,ma20,score,break_ma20,volume_surge
300394.SZ,光模块,333.86,5.119647355163725,0.9312685547196827,56.305926361608755,5.119647355163726,315.912,8,True,False
002281.SZ,光模块,90.39,6.9704142011834325,1.3233023163287378,57.863482992724,6.970414201183428,85.30600000000001,8,True,False
688205.SH,光模块,247.21,20.25587391156298,1.22975204584281,67.19825906820924,20.255873911562983,187.5145,7,True,False
688521.SH,其他,224.8,4.30102537929755,0.9839486552243725,58.71120865459251,4.301025379297552,212.913,7,True,False
688180.SH,其他,38.79,15.103857566765566,1.2504742676060117,77.80329575682484,15.103857566765576,33.369,7,True,True
603118.SH,其他,13.25,1.3771996939556215,1.1248272239519448,54.05392622382312,1.377199693955622,12.671,6,True,False
688195.SH,光模块,338.93,15.28231292517007,1.2448446090325367,72.90371900830341,15.28231292517006,252.904,5,False,False
